"country_name","crisis_id","dataset_date","page_name","page_url","iso","region","continent","year","link_to_hdx"
"Afghanistan ","FL20140430AFG",2014-04-30,"Estimated Rainfall Accumulation from 23 to 24 April 2014, Afghanistan","http://www.unitar.org/unosat/node/44/1977","AFG","Southern Asia","Asia",2014,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-11-06,"AFGANISTAN PROVINCES WOODLAND CHANGE: Nuristan, Kunar, Nagarhar, 1977-2002","http://www.unitar.org/unosat/node/44/28","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-11-06,"AFGANISTAN PROVINCES WOODLAND: Nuristan, Kunar, Nagarhar, 1977 and 2002","http://www.unitar.org/unosat/node/44/27","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-11-06,"AFGANISTAN PROVINCES FOREST CHANGE: Takhar and Kunduz, 1977-2002","http://www.unitar.org/unosat/node/44/26","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-11-06,"AFGANISTAN PROVINCES WOODLAND: Takhar and Kunduz, 1977 and 2002","http://www.unitar.org/unosat/node/44/25","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-11-06,"AFGANISTAN PROVINCES WOODLAND: BADGHIS, 1977 and 2002","http://www.unitar.org/unosat/node/44/23","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-11-06,"AFGANISTAN PROVINCES FOREST CHANGE: BADGHIS, 1977-2002","http://www.unitar.org/unosat/node/44/24","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-11-06,"AFGANISTAN LAND COVER 2002","http://www.unitar.org/unosat/node/44/19","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-08,"AFGHANISTAN ADMINISTRATIVE UNITS","http://www.unitar.org/unosat/node/44/18","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-08,"AFGHANISTAN ADMINISTRATIVE UNITS (physical)","http://www.unitar.org/unosat/node/44/1146","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-08,"AFGANISTAN BASINS","http://www.unitar.org/unosat/node/44/41","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-08,"SEISTAN BASIN 1976-2002 changes","http://www.unitar.org/unosat/node/44/39","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-08,"SEISTAN BASIN 2001","http://www.unitar.org/unosat/node/44/38","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-08,"SEISTAN BASIN 1998","http://www.unitar.org/unosat/node/44/37","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-08,"SEISTAN BASIN 1987","http://www.unitar.org/unosat/node/44/36","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-08,"SEISTAN BASIN 1976","http://www.unitar.org/unosat/node/44/35","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-08,"KABUL, land cover changes 1986-2002","http://www.unitar.org/unosat/node/44/34","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-08,"KABUL, urban structure 2002","http://www.unitar.org/unosat/node/44/33","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-08,"KABUL, urban expansion 1986-2002","http://www.unitar.org/unosat/node/44/32","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-08,"KABUL, changes in cultivated areas 1986-2002","http://www.unitar.org/unosat/node/44/31","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-08,"KABUL, 2002","http://www.unitar.org/unosat/node/44/30","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-08,"KABUL, 1986","http://www.unitar.org/unosat/node/44/29","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-08,"REGISTAN SAND DUNES AREA: SAND DUNE MOVEMENTS 1986 and 2002","http://www.unitar.org/unosat/node/44/21","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-08,"SEISTAN BASIN landcover changes","http://www.unitar.org/unosat/node/44/40","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-05,"Person repatriated by UNCHR assistance, 2002","http://www.unitar.org/unosat/node/44/51","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-05,"ETHO-LINGUISTIC GROUPS","http://www.unitar.org/unosat/node/44/50","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-05,"COMBINED VULNIRABILITY INDICATORS: Landmines/UXO´s, Health & Food","http://www.unitar.org/unosat/node/44/49","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-05,"OPIUM PRODUCTION, 2002","http://www.unitar.org/unosat/node/44/48","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-04,"CONFLICT AND VULNERABLE POPULATION","http://www.unitar.org/unosat/node/44/17","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-08-04,"CONFLICT AND DRUG PRODUCTION","http://www.unitar.org/unosat/node/44/16","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Afghanistan ","Other",2003-07-27,"REGISTAN SAND DUNES AREA: SAND DUNE MOVEMENTS 1986 and 2002","http://www.unitar.org/unosat/node/44/22","AFG","Southern Asia","Asia",2003,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=afg"
"Albania","AC-2008-000036-ALB",2008-03-27,"Post-Explosion Satellite Imagery of Gerdec Munitions Depot, Affected High Risk Zone 800m, Albania","http://www.unitar.org/unosat/node/44/1135","ALB","Southern Europe","Europe",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=alb"
"Albania","AC-2008-000036-ALB",2008-03-25,"Overview of Munitions Depot Explosion - Affected 5 km Zone, Gerdec, Albania","http://www.unitar.org/unosat/node/44/1133","ALB","Southern Europe","Europe",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=alb"
"Albania","AC-2008-000036-ALB",2008-03-17,"Overview of Munitions Depot Explosion - Affected Area of Gerdec, Albania","http://www.unitar.org/unosat/node/44/1127","ALB","Southern Europe","Europe",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=alb"
"Albania","FR-2007-000105-ALB",2007-09-03,"UPDATE 1: Overview of Fires in Albania for August 2007","http://www.unitar.org/unosat/node/44/973","ALB","Southern Europe","Europe",2007,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=alb"
"Albania","FR-2007-000105-ALB",2007-08-03,"Overview of Fires in Albania for July 2007","http://www.unitar.org/unosat/node/44/953","ALB","Southern Europe","Europe",2007,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=alb"
"Albania","FR-2007-000105-ALB",2007-08-02,"Active Fires over the Affected Regions of Albania","http://www.unitar.org/unosat/node/44/952","ALB","Southern Europe","Europe",2007,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=alb"
"Algeria","FR-2012-0816-DZA",2012-09-21,"Overview of wildfires in Northern Algeria","http://www.unitar.org/unosat/node/44/1676","DZA","Northern Africa","Africa",2012,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=dza"
"Algeria","FR-2012-0816-DZA",2012-08-30,"Density of fire events in Northern Algeria between 1 June - 23 August 2012","http://www.unitar.org/unosat/node/44/1666","DZA","Northern Africa","Africa",2012,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=dza"
"Algeria","FR-2012-0816-DZA",2012-08-30,"Wildfires in Northen Algeria 18 August 2012","http://www.unitar.org/unosat/node/44/1667","DZA","Northern Africa","Africa",2012,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=dza"
"Algeria","Other",2006-03-22,"Situation map of Bejaia region","http://www.unitar.org/unosat/node/44/640","DZA","Northern Africa","Africa",2006,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=dza"
"American Samoa","TS-2009-000209-ASM",2009-10-21,"Overview of Tsunami Damages on Tutuila Island, American Samoa","http://www.unitar.org/unosat/node/44/1389","ASM","Polynesia","Oceania",2009,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=asm"
"Angola","FL-2009-000063-AGO",2009-05-14,"Crisis space map , Cunene province, Ombala-yo-Mungo, Angola","http://www.unitar.org/unosat/node/44/1361","AGO","Middle Africa","Africa",2009,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=ago"
"Angola","FL-2009-000063-AGO",2009-05-14,"Impact map , Cunene province, Ombala-yo-Mungo, Angola","http://www.unitar.org/unosat/node/44/1360","AGO","Middle Africa","Africa",2009,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=ago"
"Angola","FL-2009-000063-AGO",2009-05-13,"Reference Flood Overview Map, Cunene Region, Angola","http://www.unitar.org/unosat/node/44/1358","AGO","Middle Africa","Africa",2009,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=ago"
"Angola","FL-2009-000063-AGO",2009-05-13,"Reference Space-map, Cunene Region, Angola","http://www.unitar.org/unosat/node/44/1357","AGO","Middle Africa","Africa",2009,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=ago"
"Angola","FL-2008-000004-NAM",2008-04-01,"Kunene River Flood Waters, Ombadja Municipality, Angola - 25 March 2008","http://www.unitar.org/unosat/node/44/1168","AGO","Middle Africa","Africa",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=ago"
"Angola","FL-2008-000004-NAM",2008-03-28,"UPDATE 2: Flood Waters over the Affected Areas of Southern Angola - 25 March 2008","http://www.unitar.org/unosat/node/44/1142","AGO","Middle Africa","Africa",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=ago"
"Angola","FL-2008-000004-NAM",2008-03-26,"UPDATE: Flood Waters over the Affected Areas of Southern Angola - 20 March 2008","http://www.unitar.org/unosat/node/44/1134","AGO","Middle Africa","Africa",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=ago"
"Angola","Other",2005-04-26,"Cabinda City 1:7,500","http://www.unitar.org/unosat/node/44/418","AGO","Middle Africa","Africa",2005,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=ago"
"Angola","Other",2005-04-26,"Cabinda City 1:15,000","http://www.unitar.org/unosat/node/44/417","AGO","Middle Africa","Africa",2005,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=ago"
"Angola","Other",2005-04-14,"Uige City 1:10,000","http://www.unitar.org/unosat/node/44/416","AGO","Middle Africa","Africa",2005,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=ago"
"Armenia","EQ-2010-EX0001-ARM",2010-09-13,"(EXERCISE MAP) Armenian Earthquake - Overview Map of Affected Areas","http://www.unitar.org/unosat/node/44/1505","ARM","Western Asia","Asia",2010,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=arm"
"Autonomous Province of Kosovo","HT-2007-000105-SRB",2007-08-10,"Overview of Fires in the Autonomous Province of Kosovo - July 2007","http://www.unitar.org/unosat/node/44/960","UNK",NA,NA,2007,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=unk"
"Bangladesh","AC20141217BGD",2014-12-19,"Oil Spill In Sundarbans Mangroves, Khulna, Bangladesh","http://www.unitar.org/unosat/node/44/2130?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","BGD","Southern Asia","Asia",2014,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bgd"
"Bangladesh","FL20131024BGD",2013-10-29,"Waterlogging Over Satkhira, Khulna, and Jessore Districts, Bangladesh","http://www.unitar.org/unosat/node/44/1853","BGD","Southern Asia","Asia",2013,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bgd"
"Bangladesh","TC20130515BGD",2013-05-17,"Waters detected over Uttar Nalbila, Chittagong Division, Bangladesh","http://www.unitar.org/unosat/node/44/1748","BGD","Southern Asia","Asia",2013,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bgd"
"Bangladesh","TC-2007-000208-BGD",2007-11-26,"""Sidr"" Storm Surge Impact - Jhalakhati, Barisal Division, Bangladesh","http://www.unitar.org/unosat/node/44/1032","BGD","Southern Asia","Asia",2007,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bgd"
"Bangladesh","TC-2007-000208-BGD",2007-11-23,"""Sidr"" Storm Surge Impact - Barisal Division, Bangladesh","http://www.unitar.org/unosat/node/44/1031","BGD","Southern Asia","Asia",2007,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bgd"
"Bangladesh","TC-2007-000208-BGD",2007-11-16,"Estimated Population Density over Bangladesh","http://www.unitar.org/unosat/node/44/1030","BGD","Southern Asia","Asia",2007,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bgd"
"Bangladesh","FL-2007-000080-BGD",2007-08-08,"Map of Flood Water over Bangladesh","http://www.unitar.org/unosat/node/44/957","BGD","Southern Asia","Asia",2007,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bgd"
"Belize","TC-2007-000135-BLZ",2007-08-22,"Belize: Map of Land Surface Areas under 4 meters in Elevation","http://www.unitar.org/unosat/node/44/969","BLZ","Central America","Americas",2007,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=blz"
"Benin","FL-2010-000202-BEN",2010-10-18,"Estimated Accumulation of Rainfall: Benin","http://www.unitar.org/unosat/node/44/1514","BEN","Western Africa","Africa",2010,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=ben"
"Benin","FL-2009-000127-BEN",2009-07-18,"Overview of potentially flood affected areas over Cotonou and Abomey-Calavi, Benin","http://www.unitar.org/unosat/node/44/1367","BEN","Western Africa","Africa",2009,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=ben"
"Bolivia","FL20140213BOL",2014-03-21,"Inundaciones en Trinidad, Departamento de Beni, Bolivia","http://www.unitar.org/unosat/node/44/1960","BOL","South America","Americas",2014,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bol"
"Bolivia","FL20140213BOL",2014-03-12,"Inundaciones en Riberalta, Departamento de Beni, Bolivia","http://www.unitar.org/unosat/node/44/1955","BOL","South America","Americas",2014,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bol"
"Bolivia","FL20140213BOL",2014-03-12,"Inundaciones en Trinidad, Departamento de Beni, Bolivia","http://www.unitar.org/unosat/node/44/1954","BOL","South America","Americas",2014,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bol"
"Bolivia","FL20140213BOL",2014-02-28,"Flood Waters Over Beni Department, Bolivia","http://www.unitar.org/unosat/node/44/1949","BOL","South America","Americas",2014,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bol"
"Bolivia","FL-2007-000231-BOL",2008-02-27,"Inundaciones en Santa Ana del Yacuma, Departamento del Beni, Bolivia (24 Feb. 2008)","http://www.unitar.org/unosat/node/44/1107","BOL","South America","Americas",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bol"
"Bolivia","FL-2007-000231-BOL",2008-02-27,"Versión actualizada 2: Inundaciones alrededor de Trinidad, Dep. del Beni (16 Feb. 2008), Bolivia","http://www.unitar.org/unosat/node/44/1106","BOL","South America","Americas",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bol"
"Bolivia","FL-2007-000231-BOL",2008-02-25,"Santa Ana Flood Waters, Yacuma Province, Beni Department, Bolivia (24 February 2008)","http://www.unitar.org/unosat/node/44/1104","BOL","South America","Americas",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bol"
"Bolivia","FL-2007-000231-BOL",2008-02-21,"UPDATE 2: Flood Waters within Vicinity of Trinidad, Beni Department, Bolivia","http://www.unitar.org/unosat/node/44/1100","BOL","South America","Americas",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bol"
"Bolivia","FL-2007-000231-BOL",2008-02-18,"Versión actualizada: Inundaciones en Trinidad, Departamento del Beni (14 Feb. 2008), Bolivia","http://www.unitar.org/unosat/node/44/1096","BOL","South America","Americas",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bol"
"Bolivia","FL-2007-000231-BOL",2008-02-16,"UPDATE 1: Trinidad Flood Waters, Beni Department, Bolivia (14 February 2008)","http://www.unitar.org/unosat/node/44/1095","BOL","South America","Americas",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bol"
"Bolivia","FL-2007-000231-BOL",2008-02-15,"Actualización: Vista general de las inundaciones en los Departamentos del Beni & Santa Cruz","http://www.unitar.org/unosat/node/44/1093","BOL","South America","Americas",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bol"
"Bolivia","FL-2007-000231-BOL",2008-02-15,"UPDATE: Overview of Flood Waters in the Affected Departments of Beni & Santa Cruz","http://www.unitar.org/unosat/node/44/1092","BOL","South America","Americas",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bol"
"Bolivia","FL-2007-000231-BOL",2008-02-15,"Inundaciones en Trinidad, Dep. del Beni (8 Feb. 2008)","http://www.unitar.org/unosat/node/44/1091","BOL","South America","Americas",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bol"
"Bolivia","FL-2007-000231-BOL",2008-02-15,"Vista General de las inundaciones alrededor de Trinidad, Beni, (8 Feb. 2008)","http://www.unitar.org/unosat/node/44/1090","BOL","South America","Americas",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bol"
"Bolivia","FL-2007-000231-BOL",2008-02-12,"Overview of Trinidad Flood Waters, Cercado Province, Beni Department, Bolivia (8 February 2008)","http://www.unitar.org/unosat/node/44/1087","BOL","South America","Americas",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bol"
"Bolivia","FL-2007-000231-BOL",2008-02-12,"Trinidad Flood Waters, Cercado Province, Beni Department, Bolivia (8 February 2008)","http://www.unitar.org/unosat/node/44/1086","BOL","South America","Americas",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bol"
"Bolivia","FL-2007-000231-BOL",2008-02-11,"Inundaciones en las provincias Nuflo de Chavez, Guarayos & O. Santiesteban, Santa Cruz, Bolivia","http://www.unitar.org/unosat/node/44/1085","BOL","South America","Americas",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bol"
"Bolivia","FL-2007-000231-BOL",2008-02-11,"Vista general de las inundaciones en los Departamentos del Beni & Santa Cruz , Bolivia","http://www.unitar.org/unosat/node/44/1084","BOL","South America","Americas",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bol"
"Bolivia","FL-2007-000231-BOL",2008-02-09,"Overview of Flood Waters in the Affected Departments of Beni and Santa Cruz, Bolivia","http://www.unitar.org/unosat/node/44/1079","BOL","South America","Americas",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bol"
"Bolivia","FL-2007-000231-BOL",2008-02-08,"Inundaciones en las provincias Yacuma & Mamore,Beni, Bolivia","http://www.unitar.org/unosat/node/44/1078","BOL","South America","Americas",2008,"https://data.hdx.rwlabs.org/dataset?organization=un-operational-satellite-appplications-programme-unosat&groups=bol"
